date,type,value
19/11/18,close,113700.0000000
19/11/18,open,113690.0000000
19/11/18,high,113700.0000000
19/11/18,low,113650.0000000
19/11/18,close,113660.0000000
19/11/18,open,113660.0000000
19/11/18,high,113720.0000000
19/11/18,low,113660.0000000
19/11/18,close,113700.0000000
19/11/18,open,113700.0000000
19/11/18,high,113750.0000000
19/11/18,low,113700.0000000
19/11/18,close,113730.0000000
19/11/18,open,113730.0000000
19/11/18,high,113730.0000000
19/11/18,low,113690.0000000
19/11/18,close,113720.0000000
19/11/18,open,113730.0000000
19/11/18,high,113760.0000000
19/11/18,low,113730.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113780.0000000
19/11/18,low,113750.0000000
19/11/18,close,113760.0000000
19/11/18,open,113770.0000000
19/11/18,high,113770.0000000
19/11/18,low,113720.0000000
19/11/18,close,113740.0000000
19/11/18,open,113740.0000000
19/11/18,high,113750.0000000
19/11/18,low,113720.0000000
19/11/18,close,113740.0000000
19/11/18,open,113740.0000000
19/11/18,high,113750.0000000
19/11/18,low,113690.0000000
19/11/18,close,113740.0000000
19/11/18,open,113730.0000000
19/11/18,high,113740.0000000
19/11/18,low,113630.0000000
19/11/18,close,113660.0000000
19/11/18,open,113650.0000000
19/11/18,high,113700.0000000
19/11/18,low,113650.0000000
19/11/18,close,113690.0000000
19/11/18,open,113670.0000000
19/11/18,high,113670.0000000
19/11/18,low,113590.0000000
19/11/18,close,113590.0000000
19/11/18,open,113590.0000000
19/11/18,high,113650.0000000
19/11/18,low,113560.0000000
19/11/18,close,113620.0000000
19/11/18,open,113600.0000000
19/11/18,high,113630.0000000
19/11/18,low,113490.0000000
19/11/18,close,113570.0000000
19/11/18,open,113560.0000000
19/11/18,high,113640.0000000
19/11/18,low,113550.0000000
19/11/18,close,113620.0000000
19/11/18,open,113630.0000000
19/11/18,high,113670.0000000
19/11/18,low,113610.0000000
19/11/18,close,113650.0000000
19/11/18,open,113640.0000000
19/11/18,high,113660.0000000
19/11/18,low,113610.0000000
19/11/18,close,113610.0000000
19/11/18,open,113620.0000000
19/11/18,high,113650.0000000
19/11/18,low,113600.0000000
19/11/18,close,113600.0000000
19/11/18,open,113600.0000000
19/11/18,high,113610.0000000
19/11/18,low,113570.0000000
19/11/18,close,113580.0000000
19/11/18,open,113580.0000000
19/11/18,high,113640.0000000
19/11/18,low,113550.0000000
19/11/18,close,113570.0000000
19/11/18,open,113560.0000000
19/11/18,high,113570.0000000
19/11/18,low,113490.0000000
19/11/18,close,113530.0000000
19/11/18,open,113520.0000000
19/11/18,high,113590.0000000
19/11/18,low,113500.0000000
19/11/18,close,113570.0000000
19/11/18,open,113550.0000000
19/11/18,high,113560.0000000
19/11/18,low,113440.0000000
19/11/18,close,113460.0000000
19/11/18,open,113450.0000000
19/11/18,high,113480.0000000
19/11/18,low,113410.0000000
19/11/18,close,113470.0000000
19/11/18,open,113460.0000000
19/11/18,high,113480.0000000
19/11/18,low,113420.0000000
19/11/18,close,113430.0000000
19/11/18,open,113430.0000000
19/11/18,high,113430.0000000
19/11/18,low,113410.0000000
19/11/18,close,113420.0000000
19/11/18,open,113430.0000000
19/11/18,high,113430.0000000
19/11/18,low,113340.0000000
19/11/18,close,113410.0000000
19/11/18,open,113400.0000000
19/11/18,high,113440.0000000
19/11/18,low,113370.0000000
19/11/18,close,113420.0000000
19/11/18,open,113420.0000000
19/11/18,high,113480.0000000
19/11/18,low,113420.0000000
19/11/18,close,113450.0000000
19/11/18,open,113460.0000000
19/11/18,high,113490.0000000
19/11/18,low,113430.0000000
19/11/18,close,113450.0000000
19/11/18,open,113450.0000000
19/11/18,high,113490.0000000
19/11/18,low,113450.0000000
19/11/18,close,113480.0000000
19/11/18,open,113470.0000000
19/11/18,high,113540.0000000
19/11/18,low,113460.0000000
19/11/18,close,113530.0000000
19/11/18,open,113520.0000000
19/11/18,high,113520.0000000
19/11/18,low,113440.0000000
19/11/18,close,113450.0000000
19/11/18,open,113450.0000000
19/11/18,high,113500.0000000
19/11/18,low,113440.0000000
19/11/18,close,113490.0000000
19/11/18,open,113490.0000000
19/11/18,high,113590.0000000
19/11/18,low,113480.0000000
19/11/18,close,113570.0000000
19/11/18,open,113570.0000000
19/11/18,high,113630.0000000
19/11/18,low,113560.0000000
19/11/18,close,113620.0000000
19/11/18,open,113610.0000000
19/11/18,high,113620.0000000
19/11/18,low,113580.0000000
19/11/18,close,113600.0000000
19/11/18,open,113600.0000000
19/11/18,high,113620.0000000
19/11/18,low,113570.0000000
19/11/18,close,113620.0000000
19/11/18,open,113610.0000000
19/11/18,high,113660.0000000
19/11/18,low,113610.0000000
19/11/18,close,113660.0000000
19/11/18,open,113650.0000000
19/11/18,high,113680.0000000
19/11/18,low,113640.0000000
19/11/18,close,113670.0000000
19/11/18,open,113670.0000000
19/11/18,high,113680.0000000
19/11/18,low,113640.0000000
19/11/18,close,113670.0000000
19/11/18,open,113650.0000000
19/11/18,high,113710.0000000
19/11/18,low,113650.0000000
19/11/18,close,113680.0000000
19/11/18,open,113690.0000000
19/11/18,high,113710.0000000
19/11/18,low,113680.0000000
19/11/18,close,113710.0000000
19/11/18,open,113700.0000000
19/11/18,high,113700.0000000
19/11/18,low,113630.0000000
19/11/18,close,113650.0000000
19/11/18,open,113660.0000000
19/11/18,high,113670.0000000
19/11/18,low,113610.0000000
19/11/18,close,113620.0000000
19/11/18,open,113620.0000000
19/11/18,high,113620.0000000
19/11/18,low,113540.0000000
19/11/18,close,113570.0000000
19/11/18,open,113580.0000000
19/11/18,high,113590.0000000
19/11/18,low,113480.0000000
19/11/18,close,113510.0000000
19/11/18,open,113510.0000000
19/11/18,high,113590.0000000
19/11/18,low,113450.0000000
19/11/18,close,113590.0000000
19/11/18,open,113590.0000000
19/11/18,high,113610.0000000
19/11/18,low,113560.0000000
19/11/18,close,113560.0000000
19/11/18,open,113550.0000000
19/11/18,high,113610.0000000
19/11/18,low,113520.0000000
19/11/18,close,113580.0000000
19/11/18,open,113570.0000000
19/11/18,high,113570.0000000
19/11/18,low,113510.0000000
19/11/18,close,113540.0000000
19/11/18,open,113520.0000000
19/11/18,high,113530.0000000
19/11/18,low,113460.0000000
19/11/18,close,113470.0000000
19/11/18,open,113470.0000000
19/11/18,high,113470.0000000
19/11/18,low,113400.0000000
19/11/18,close,113420.0000000
19/11/18,open,113420.0000000
19/11/18,high,113500.0000000
19/11/18,low,113420.0000000
19/11/18,close,113480.0000000
19/11/18,open,113480.0000000
19/11/18,high,113550.0000000
19/11/18,low,113480.0000000
19/11/18,close,113550.0000000
19/11/18,open,113540.0000000
19/11/18,high,113550.0000000
19/11/18,low,113510.0000000
19/11/18,close,113530.0000000
19/11/18,open,113520.0000000
19/11/18,high,113540.0000000
19/11/18,low,113490.0000000
19/11/18,close,113510.0000000
19/11/18,open,113510.0000000
19/11/18,high,113530.0000000
19/11/18,low,113490.0000000
19/11/18,close,113530.0000000
19/11/18,open,113540.0000000
19/11/18,high,113550.0000000
19/11/18,low,113520.0000000
19/11/18,close,113550.0000000
19/11/18,open,113550.0000000
19/11/18,high,113550.0000000
19/11/18,low,113510.0000000
19/11/18,close,113530.0000000
19/11/18,open,113530.0000000
19/11/18,high,113600.0000000
19/11/18,low,113530.0000000
19/11/18,close,113570.0000000
19/11/18,open,113570.0000000
19/11/18,high,113590.0000000
19/11/18,low,113530.0000000
19/11/18,close,113540.0000000
19/11/18,open,113530.0000000
19/11/18,high,113660.0000000
19/11/18,low,113510.0000000
19/11/18,close,113660.0000000
19/11/18,open,113660.0000000
19/11/18,high,113740.0000000
19/11/18,low,113630.0000000
19/11/18,close,113700.0000000
19/11/18,open,113700.0000000
19/11/18,high,113740.0000000
19/11/18,low,113680.0000000
19/11/18,close,113710.0000000
19/11/18,open,113700.0000000
19/11/18,high,113770.0000000
19/11/18,low,113680.0000000
19/11/18,close,113750.0000000
19/11/18,open,113740.0000000
19/11/18,high,113890.0000000
19/11/18,low,113730.0000000
19/11/18,close,113880.0000000
19/11/18,open,113860.0000000
19/11/18,high,113890.0000000
19/11/18,low,113840.0000000
19/11/18,close,113870.0000000
19/11/18,open,113870.0000000
19/11/18,high,113880.0000000
19/11/18,low,113830.0000000
19/11/18,close,113840.0000000
19/11/18,open,113840.0000000
19/11/18,high,113840.0000000
19/11/18,low,113790.0000000
19/11/18,close,113800.0000000
19/11/18,open,113800.0000000
19/11/18,high,113820.0000000
19/11/18,low,113790.0000000
19/11/18,close,113810.0000000
19/11/18,open,113800.0000000
19/11/18,high,113840.0000000
19/11/18,low,113790.0000000
19/11/18,close,113830.0000000
19/11/18,open,113820.0000000
19/11/18,high,113840.0000000
19/11/18,low,113770.0000000
19/11/18,close,113810.0000000
19/11/18,open,113810.0000000
19/11/18,high,113820.0000000
19/11/18,low,113790.0000000
19/11/18,close,113800.0000000
19/11/18,open,113800.0000000
19/11/18,high,113800.0000000
19/11/18,low,113760.0000000
19/11/18,close,113770.0000000
19/11/18,open,113780.0000000
19/11/18,high,113790.0000000
19/11/18,low,113750.0000000
19/11/18,close,113750.0000000
19/11/18,open,113750.0000000
19/11/18,high,113780.0000000
19/11/18,low,113730.0000000
19/11/18,close,113770.0000000
19/11/18,open,113760.0000000
19/11/18,high,113820.0000000
19/11/18,low,113750.0000000
19/11/18,close,113800.0000000
19/11/18,open,113800.0000000
19/11/18,high,113860.0000000
19/11/18,low,113790.0000000
19/11/18,close,113820.0000000
19/11/18,open,113820.0000000
19/11/18,high,113850.0000000
19/11/18,low,113800.0000000
19/11/18,close,113830.0000000
19/11/18,open,113830.0000000
19/11/18,high,113830.0000000
19/11/18,low,113780.0000000
19/11/18,close,113800.0000000
19/11/18,open,113790.0000000
19/11/18,high,113800.0000000
19/11/18,low,113770.0000000
19/11/18,close,113770.0000000
19/11/18,open,113770.0000000
19/11/18,high,113790.0000000
19/11/18,low,113700.0000000
19/11/18,close,113700.0000000
19/11/18,open,113710.0000000
19/11/18,high,113730.0000000
19/11/18,low,113670.0000000
19/11/18,close,113710.0000000
19/11/18,open,113700.0000000
19/11/18,high,113800.0000000
19/11/18,low,113700.0000000
19/11/18,close,113770.0000000
19/11/18,open,113780.0000000
19/11/18,high,113820.0000000
19/11/18,low,113770.0000000
19/11/18,close,113800.0000000
19/11/18,open,113800.0000000
19/11/18,high,113810.0000000
19/11/18,low,113780.0000000
19/11/18,close,113790.0000000
19/11/18,open,113800.0000000
19/11/18,high,113890.0000000
19/11/18,low,113800.0000000
19/11/18,close,113880.0000000
19/11/18,open,113880.0000000
19/11/18,high,113880.0000000
19/11/18,low,113820.0000000
19/11/18,close,113830.0000000
19/11/18,open,113830.0000000
19/11/18,high,113870.0000000
19/11/18,low,113820.0000000
19/11/18,close,113820.0000000
19/11/18,open,113820.0000000
19/11/18,high,113820.0000000
19/11/18,low,113780.0000000
19/11/18,close,113780.0000000
19/11/18,open,113770.0000000
19/11/18,high,113830.0000000
19/11/18,low,113770.0000000
19/11/18,close,113820.0000000
19/11/18,open,113830.0000000
19/11/18,high,113840.0000000
19/11/18,low,113740.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113770.0000000
19/11/18,low,113670.0000000
19/11/18,close,113720.0000000
19/11/18,open,113730.0000000
19/11/18,high,113790.0000000
19/11/18,low,113730.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113760.0000000
19/11/18,low,113700.0000000
19/11/18,close,113720.0000000
19/11/18,open,113730.0000000
19/11/18,high,113790.0000000
19/11/18,low,113730.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113780.0000000
19/11/18,low,113740.0000000
19/11/18,close,113750.0000000
19/11/18,open,113740.0000000
19/11/18,high,113760.0000000
19/11/18,low,113700.0000000
19/11/18,close,113740.0000000
19/11/18,open,113730.0000000
19/11/18,high,113790.0000000
19/11/18,low,113720.0000000
19/11/18,close,113790.0000000
19/11/18,open,113780.0000000
19/11/18,high,113800.0000000
19/11/18,low,113750.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113810.0000000
19/11/18,low,113740.0000000
19/11/18,close,113800.0000000
19/11/18,open,113790.0000000
19/11/18,high,113830.0000000
19/11/18,low,113780.0000000
19/11/18,close,113830.0000000
19/11/18,open,113830.0000000
19/11/18,high,113840.0000000
19/11/18,low,113820.0000000
19/11/18,close,113830.0000000
19/11/18,open,113830.0000000
19/11/18,high,113860.0000000
19/11/18,low,113810.0000000
19/11/18,close,113820.0000000
19/11/18,open,113820.0000000
19/11/18,high,113830.0000000
19/11/18,low,113810.0000000
19/11/18,close,113810.0000000
19/11/18,open,113810.0000000
19/11/18,high,113810.0000000
19/11/18,low,113750.0000000
19/11/18,close,113770.0000000
19/11/18,open,113770.0000000
19/11/18,high,113810.0000000
19/11/18,low,113740.0000000
19/11/18,close,113800.0000000
19/11/18,open,113790.0000000
19/11/18,high,113940.0000000
19/11/18,low,113790.0000000
19/11/18,close,113900.0000000
19/11/18,open,113900.0000000
19/11/18,high,113910.0000000
19/11/18,low,113850.0000000
19/11/18,close,113870.0000000
19/11/18,open,113880.0000000
19/11/18,high,113880.0000000
19/11/18,low,113820.0000000
19/11/18,close,113830.0000000
19/11/18,open,113830.0000000
19/11/18,high,113910.0000000
19/11/18,low,113830.0000000
19/11/18,close,113880.0000000
19/11/18,open,113900.0000000
19/11/18,high,113910.0000000
19/11/18,low,113860.0000000
19/11/18,close,113860.0000000
19/11/18,open,113860.0000000
19/11/18,high,113880.0000000
19/11/18,low,113830.0000000
19/11/18,close,113840.0000000
19/11/18,open,113840.0000000
19/11/18,high,113850.0000000
19/11/18,low,113830.0000000
19/11/18,close,113840.0000000
19/11/18,open,113840.0000000
19/11/18,high,113840.0000000
19/11/18,low,113810.0000000
19/11/18,close,113820.0000000
19/11/18,open,113810.0000000
19/11/18,high,113840.0000000
19/11/18,low,113780.0000000
19/11/18,close,113810.0000000
19/11/18,open,113810.0000000
19/11/18,high,113810.0000000
19/11/18,low,113770.0000000
19/11/18,close,113790.0000000
19/11/18,open,113790.0000000
19/11/18,high,113800.0000000
19/11/18,low,113770.0000000
19/11/18,close,113780.0000000
19/11/18,open,113790.0000000
19/11/18,high,113810.0000000
19/11/18,low,113780.0000000
19/11/18,close,113810.0000000
19/11/18,open,113820.0000000
19/11/18,high,113880.0000000
19/11/18,low,113800.0000000
19/11/18,close,113880.0000000
19/11/18,open,113880.0000000
19/11/18,high,113920.0000000
19/11/18,low,113870.0000000
19/11/18,close,113910.0000000
19/11/18,open,113910.0000000
19/11/18,high,113940.0000000
19/11/18,low,113900.0000000
19/11/18,close,113940.0000000
19/11/18,open,113940.0000000
19/11/18,high,114030.0000000
19/11/18,low,113920.0000000
19/11/18,close,113980.0000000
19/11/18,open,113970.0000000
19/11/18,high,113980.0000000
19/11/18,low,113950.0000000
19/11/18,close,113950.0000000
19/11/18,open,113950.0000000
19/11/18,high,113960.0000000
19/11/18,low,113920.0000000
19/11/18,close,113930.0000000
19/11/18,open,113940.0000000
19/11/18,high,113950.0000000
19/11/18,low,113930.0000000
19/11/18,close,113940.0000000
19/11/18,open,113940.0000000
19/11/18,high,113980.0000000
19/11/18,low,113910.0000000
19/11/18,close,113970.0000000
19/11/18,open,113970.0000000
19/11/18,high,114080.0000000
19/11/18,low,113970.0000000
19/11/18,close,114050.0000000
19/11/18,open,114030.0000000
19/11/18,high,114060.0000000
19/11/18,low,113960.0000000
19/11/18,close,114000.0000000
19/11/18,open,114000.0000000
19/11/18,high,114020.0000000
19/11/18,low,113970.0000000
19/11/18,close,113990.0000000
19/11/18,open,113980.0000000
19/11/18,high,113990.0000000
19/11/18,low,113920.0000000
19/11/18,close,113930.0000000
19/11/18,open,113920.0000000
19/11/18,high,113940.0000000
19/11/18,low,113840.0000000
19/11/18,close,113870.0000000
19/11/18,open,113880.0000000
19/11/18,high,113880.0000000
19/11/18,low,113840.0000000
19/11/18,close,113860.0000000
19/11/18,open,113870.0000000
19/11/18,high,113890.0000000
19/11/18,low,113810.0000000
19/11/18,close,113830.0000000
19/11/18,open,113840.0000000
19/11/18,high,113870.0000000
19/11/18,low,113840.0000000
19/11/18,close,113850.0000000
19/11/18,open,113860.0000000
19/11/18,high,113880.0000000
19/11/18,low,113850.0000000
19/11/18,close,113860.0000000
19/11/18,open,113880.0000000
19/11/18,high,113880.0000000
19/11/18,low,113760.0000000
19/11/18,close,113780.0000000
19/11/18,open,113780.0000000
19/11/18,high,113780.0000000
19/11/18,low,113740.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113800.0000000
19/11/18,low,113730.0000000
19/11/18,close,113780.0000000
19/11/18,open,113780.0000000
19/11/18,high,113790.0000000
19/11/18,low,113760.0000000
19/11/18,close,113760.0000000
19/11/18,open,113760.0000000
19/11/18,high,113790.0000000
19/11/18,low,113750.0000000
19/11/18,close,113760.0000000
19/11/18,open,113770.0000000
19/11/18,high,113770.0000000
19/11/18,low,113690.0000000
19/11/18,close,113700.0000000
19/11/18,open,113710.0000000
19/11/18,high,113770.0000000
19/11/18,low,113690.0000000
19/11/18,close,113740.0000000
19/11/18,open,113740.0000000
19/11/18,high,113740.0000000
19/11/18,low,113700.0000000
19/11/18,close,113710.0000000
19/11/18,open,113720.0000000
19/11/18,high,113740.0000000
19/11/18,low,113710.0000000
19/11/18,close,113720.0000000
19/11/18,open,113720.0000000
19/11/18,high,113730.0000000
19/11/18,low,113720.0000000
19/11/18,close,113720.0000000
19/11/18,open,113720.0000000
19/11/18,high,113730.0000000
19/11/18,low,113710.0000000
19/11/18,close,113710.0000000
19/11/18,open,113710.0000000
19/11/18,high,113740.0000000
19/11/18,low,113700.0000000
19/11/18,close,113730.0000000
19/11/18,open,113720.0000000
19/11/18,high,113720.0000000
19/11/18,low,113620.0000000
19/11/18,close,113660.0000000
19/11/18,open,113640.0000000
19/11/18,high,113640.0000000
19/11/18,low,113530.0000000
19/11/18,close,113600.0000000
19/11/18,open,113580.0000000
19/11/18,high,113630.0000000
19/11/18,low,113550.0000000
19/11/18,close,113570.0000000
19/11/18,open,113580.0000000
19/11/18,high,113580.0000000
19/11/18,low,113510.0000000
19/11/18,close,113530.0000000
19/11/18,open,113530.0000000
19/11/18,high,113540.0000000
19/11/18,low,113480.0000000
19/11/18,close,113500.0000000
19/11/18,open,113500.0000000
19/11/18,high,113500.0000000
19/11/18,low,113370.0000000
19/11/18,close,113400.0000000
19/11/18,open,113390.0000000
19/11/18,high,113420.0000000
19/11/18,low,113340.0000000
19/11/18,close,113420.0000000
19/11/18,open,113420.0000000
19/11/18,high,113430.0000000
19/11/18,low,113360.0000000
19/11/18,close,113380.0000000
19/11/18,open,113380.0000000
19/11/18,high,113390.0000000
19/11/18,low,113160.0000000
19/11/18,close,113190.0000000
19/11/18,open,113190.0000000
19/11/18,high,113230.0000000
19/11/18,low,113140.0000000
19/11/18,close,113180.0000000
19/11/18,open,113180.0000000
19/11/18,high,113290.0000000
19/11/18,low,113140.0000000
19/11/18,close,113260.0000000
19/11/18,open,113250.0000000
19/11/18,high,113290.0000000
19/11/18,low,113220.0000000
19/11/18,close,113290.0000000
19/11/18,open,113270.0000000
19/11/18,high,113320.0000000
19/11/18,low,113260.0000000
19/11/18,close,113320.0000000
19/11/18,open,113320.0000000
19/11/18,high,113320.0000000
19/11/18,low,113260.0000000
19/11/18,close,113270.0000000
19/11/18,open,113270.0000000
19/11/18,high,113300.0000000
19/11/18,low,113240.0000000
19/11/18,close,113250.0000000
19/11/18,open,113240.0000000
19/11/18,high,113250.0000000
19/11/18,low,113210.0000000
19/11/18,close,113240.0000000
19/11/18,open,113220.0000000
19/11/18,high,113240.0000000
19/11/18,low,113210.0000000
19/11/18,close,113240.0000000
19/11/18,open,113240.0000000
19/11/18,high,113250.0000000
19/11/18,low,113160.0000000
19/11/18,close,113200.0000000
19/11/18,open,113190.0000000
19/11/18,high,113210.0000000
19/11/18,low,113110.0000000
19/11/18,close,113180.0000000
19/11/18,open,113190.0000000
19/11/18,high,113190.0000000
19/11/18,low,113080.0000000
19/11/18,close,113100.0000000
19/11/18,open,113110.0000000
19/11/18,high,113160.0000000
19/11/18,low,113110.0000000
19/11/18,close,113130.0000000
19/11/18,open,113130.0000000
19/11/18,high,113230.0000000
19/11/18,low,113080.0000000
19/11/18,close,113210.0000000
19/11/18,open,113200.0000000
19/11/18,high,113270.0000000
19/11/18,low,113190.0000000
19/11/18,close,113260.0000000
19/11/18,open,113260.0000000
19/11/18,high,113270.0000000
19/11/18,low,113170.0000000
19/11/18,close,113190.0000000
19/11/18,open,113210.0000000
19/11/18,high,113220.0000000
19/11/18,low,113160.0000000
19/11/18,close,113170.0000000
19/11/18,open,113170.0000000
19/11/18,high,113220.0000000
19/11/18,low,113150.0000000
19/11/18,close,113210.0000000
19/11/18,open,113210.0000000
19/11/18,high,113220.0000000
19/11/18,low,113190.0000000
19/11/18,close,113190.0000000
19/11/18,open,113200.0000000
19/11/18,high,113220.0000000
19/11/18,low,113130.0000000
19/11/18,close,113170.0000000
19/11/18,open,113160.0000000
19/11/18,high,113170.0000000
19/11/18,low,113130.0000000
19/11/18,close,113130.0000000
19/11/18,open,113140.0000000
19/11/18,high,113160.0000000
19/11/18,low,113130.0000000
19/11/18,close,113150.0000000
19/11/18,open,113140.0000000
19/11/18,high,113210.0000000
19/11/18,low,113140.0000000
19/11/18,close,113190.0000000
19/11/18,open,113190.0000000
19/11/18,high,113230.0000000
19/11/18,low,113180.0000000
19/11/18,close,113230.0000000
19/11/18,open,113230.0000000
19/11/18,high,113250.0000000
19/11/18,low,113200.0000000
19/11/18,close,113220.0000000
19/11/18,open,113220.0000000
19/11/18,high,113220.0000000
19/11/18,low,113160.0000000
19/11/18,close,113220.0000000
19/11/18,open,113220.0000000
19/11/18,high,113270.0000000
19/11/18,low,113200.0000000
19/11/18,close,113270.0000000
19/11/18,open,113260.0000000
19/11/18,high,113300.0000000
19/11/18,low,113250.0000000
19/11/18,close,113300.0000000
19/11/18,open,113300.0000000
19/11/18,high,113320.0000000
19/11/18,low,113290.0000000
19/11/18,close,113290.0000000
19/11/18,open,113300.0000000
19/11/18,high,113320.0000000
19/11/18,low,113300.0000000
19/11/18,close,113310.0000000
19/11/18,open,113300.0000000
19/11/18,high,113400.0000000
19/11/18,low,113300.0000000
19/11/18,close,113370.0000000
19/11/18,open,113370.0000000
19/11/18,high,113390.0000000
19/11/18,low,113350.0000000
19/11/18,close,113360.0000000
19/11/18,open,113360.0000000
19/11/18,high,113380.0000000
19/11/18,low,113330.0000000
19/11/18,close,113340.0000000
19/11/18,open,113350.0000000
19/11/18,high,113370.0000000
19/11/18,low,113310.0000000
19/11/18,close,113370.0000000
19/11/18,open,113370.0000000
19/11/18,high,113380.0000000
19/11/18,low,113350.0000000
19/11/18,close,113350.0000000
19/11/18,open,113350.0000000
19/11/18,high,113370.0000000
19/11/18,low,113300.0000000
19/11/18,close,113300.0000000
19/11/18,open,113300.0000000
19/11/18,high,113370.0000000
19/11/18,low,113300.0000000
19/11/18,close,113360.0000000
19/11/18,open,113350.0000000
19/11/18,high,113370.0000000
19/11/18,low,113290.0000000
19/11/18,close,113310.0000000
19/11/18,open,113310.0000000
19/11/18,high,113320.0000000
19/11/18,low,113290.0000000
19/11/18,close,113300.0000000
19/11/18,open,113300.0000000
19/11/18,high,113300.0000000
19/11/18,low,113260.0000000
19/11/18,close,113270.0000000
19/11/18,open,113270.0000000
19/11/18,high,113370.0000000
19/11/18,low,113240.0000000
19/11/18,close,113340.0000000
19/11/18,open,113350.0000000
19/11/18,high,113430.0000000
19/11/18,low,113340.0000000
19/11/18,close,113380.0000000
19/11/18,open,113380.0000000
19/11/18,high,113420.0000000
19/11/18,low,113320.0000000
19/11/18,close,113350.0000000
19/11/18,open,113350.0000000
19/11/18,high,113370.0000000
19/11/18,low,113140.0000000
19/11/18,close,113210.0000000
19/11/18,open,113210.0000000
19/11/18,high,113240.0000000
19/11/18,low,113120.0000000
19/11/18,close,113230.0000000
19/11/18,open,113240.0000000
19/11/18,high,113250.0000000
19/11/18,low,113060.0000000
19/11/18,close,113080.0000000
19/11/18,open,113090.0000000
19/11/18,high,113220.0000000
19/11/18,low,113080.0000000
19/11/18,close,113180.0000000
19/11/18,open,113180.0000000
19/11/18,high,113210.0000000
19/11/18,low,113140.0000000
19/11/18,close,113190.0000000
19/11/18,open,113190.0000000
19/11/18,high,113280.0000000
19/11/18,low,113180.0000000
19/11/18,close,113240.0000000
19/11/18,open,113250.0000000
19/11/18,high,113270.0000000
19/11/18,low,113210.0000000
19/11/18,close,113210.0000000
19/11/18,open,113210.0000000
19/11/18,high,113280.0000000
19/11/18,low,113200.0000000
19/11/18,close,113280.0000000
19/11/18,open,113280.0000000
19/11/18,high,113330.0000000
19/11/18,low,113250.0000000
19/11/18,close,113330.0000000
19/11/18,open,113330.0000000
19/11/18,high,113350.0000000
19/11/18,low,113290.0000000
19/11/18,close,113300.0000000
19/11/18,open,113300.0000000
19/11/18,high,113350.0000000
19/11/18,low,113290.0000000
19/11/18,close,113300.0000000
19/11/18,open,113300.0000000
19/11/18,high,113380.0000000
19/11/18,low,113290.0000000
19/11/18,close,113320.0000000
19/11/18,open,113320.0000000
19/11/18,high,113320.0000000
19/11/18,low,113170.0000000
19/11/18,close,113190.0000000
19/11/18,open,113180.0000000
19/11/18,high,113230.0000000
19/11/18,low,113120.0000000
19/11/18,close,113140.0000000
19/11/18,open,113140.0000000
19/11/18,high,113270.0000000
19/11/18,low,113130.0000000
19/11/18,close,113240.0000000
19/11/18,open,113230.0000000
19/11/18,high,113250.0000000
19/11/18,low,113170.0000000
19/11/18,close,113220.0000000
19/11/18,open,113230.0000000
19/11/18,high,113240.0000000
19/11/18,low,113140.0000000
19/11/18,close,113180.0000000
19/11/18,open,113180.0000000
19/11/18,high,113210.0000000
19/11/18,low,113030.0000000
19/11/18,close,113070.0000000
19/11/18,open,113070.0000000
19/11/18,high,113070.0000000
19/11/18,low,112950.0000000
19/11/18,close,112970.0000000
19/11/18,open,112980.0000000
19/11/18,high,113040.0000000
19/11/18,low,112960.0000000
19/11/18,close,113010.0000000
19/11/18,open,113010.0000000
19/11/18,high,113020.0000000
19/11/18,low,112920.0000000
19/11/18,close,112950.0000000
19/11/18,open,112950.0000000
19/11/18,high,113010.0000000
19/11/18,low,112920.0000000
19/11/18,close,112940.0000000
19/11/18,open,112950.0000000
19/11/18,high,113000.0000000
19/11/18,low,112880.0000000
19/11/18,close,112990.0000000
19/11/18,open,112980.0000000
19/11/18,high,112980.0000000
19/11/18,low,112920.0000000
19/11/18,close,112930.0000000
19/11/18,open,112930.0000000
19/11/18,high,112930.0000000
19/11/18,low,112830.0000000
19/11/18,close,112880.0000000
19/11/18,open,112870.0000000
19/11/18,high,112890.0000000
19/11/18,low,112850.0000000
19/11/18,close,112870.0000000
19/11/18,open,112870.0000000
19/11/18,high,112970.0000000
19/11/18,low,112860.0000000
19/11/18,close,112930.0000000
19/11/18,open,112920.0000000
19/11/18,high,112930.0000000
19/11/18,low,112840.0000000
19/11/18,close,112840.0000000
19/11/18,open,112830.0000000
19/11/18,high,112860.0000000
19/11/18,low,112800.0000000
19/11/18,close,112810.0000000
19/11/18,open,112820.0000000
19/11/18,high,112900.0000000
19/11/18,low,112800.0000000
19/11/18,close,112900.0000000
19/11/18,open,112910.0000000
19/11/18,high,112930.0000000
19/11/18,low,112810.0000000
19/11/18,close,112840.0000000
19/11/18,open,112850.0000000
19/11/18,high,112850.0000000
19/11/18,low,112790.0000000
19/11/18,close,112820.0000000
19/11/18,open,112810.0000000
19/11/18,high,112830.0000000
19/11/18,low,112750.0000000
