date,type,value
19/10/18,open,113530.0000000
19/10/18,high,113560.0000000
19/10/18,low,113470.0000000
19/10/18,close,113480.0000000
19/10/18,open,113470.0000000
19/10/18,high,113520.0000000
19/10/18,low,113450.0000000
19/10/18,close,113470.0000000
19/10/18,open,113460.0000000
19/10/18,high,113470.0000000
19/10/18,low,113360.0000000
19/10/18,close,113380.0000000
19/10/18,open,113380.0000000
19/10/18,high,113410.0000000
19/10/18,low,113350.0000000
19/10/18,close,113350.0000000
19/10/18,open,113370.0000000
19/10/18,high,113400.0000000
19/10/18,low,113340.0000000
19/10/18,close,113360.0000000
19/10/18,open,113360.0000000
19/10/18,high,113390.0000000
19/10/18,low,113340.0000000
19/10/18,close,113340.0000000
19/10/18,open,113340.0000000
19/10/18,high,113380.0000000
19/10/18,low,113310.0000000
19/10/18,close,113370.0000000
19/10/18,open,113370.0000000
19/10/18,high,113380.0000000
19/10/18,low,113330.0000000
19/10/18,close,113340.0000000
19/10/18,open,113350.0000000
19/10/18,high,113390.0000000
19/10/18,low,113320.0000000
19/10/18,close,113330.0000000
19/10/18,open,113340.0000000
19/10/18,high,113350.0000000
19/10/18,low,113260.0000000
19/10/18,close,113340.0000000
19/10/18,open,113330.0000000
19/10/18,high,113400.0000000
19/10/18,low,113330.0000000
19/10/18,close,113380.0000000
19/10/18,open,113380.0000000
19/10/18,high,113410.0000000
19/10/18,low,113350.0000000
19/10/18,close,113370.0000000
19/10/18,open,113360.0000000
19/10/18,high,113460.0000000
19/10/18,low,113360.0000000
19/10/18,close,113380.0000000
19/10/18,open,113400.0000000
19/10/18,high,113450.0000000
19/10/18,low,113350.0000000
19/10/18,close,113360.0000000
19/10/18,open,113360.0000000
19/10/18,high,113470.0000000
19/10/18,low,113330.0000000
19/10/18,close,113460.0000000
19/10/18,open,113440.0000000
19/10/18,high,113450.0000000
19/10/18,low,113400.0000000
19/10/18,close,113440.0000000
19/10/18,open,113440.0000000
19/10/18,high,113440.0000000
19/10/18,low,113400.0000000
19/10/18,close,113410.0000000
19/10/18,open,113430.0000000
19/10/18,high,113480.0000000
19/10/18,low,113400.0000000
19/10/18,close,113420.0000000
19/10/18,open,113430.0000000
19/10/18,high,113510.0000000
19/10/18,low,113430.0000000
19/10/18,close,113470.0000000
19/10/18,open,113470.0000000
19/10/18,high,113530.0000000
19/10/18,low,113440.0000000
19/10/18,close,113530.0000000
19/10/18,open,113530.0000000
19/10/18,high,113540.0000000
19/10/18,low,113450.0000000
19/10/18,close,113460.0000000
19/10/18,open,113460.0000000
19/10/18,high,113480.0000000
19/10/18,low,113430.0000000
19/10/18,close,113430.0000000
19/10/18,open,113430.0000000
19/10/18,high,113430.0000000
19/10/18,low,113340.0000000
19/10/18,close,113370.0000000
19/10/18,open,113360.0000000
19/10/18,high,113390.0000000
19/10/18,low,113340.0000000
19/10/18,close,113380.0000000
19/10/18,open,113390.0000000
19/10/18,high,113400.0000000
19/10/18,low,113340.0000000
19/10/18,close,113340.0000000
19/10/18,open,113340.0000000
19/10/18,high,113400.0000000
19/10/18,low,113340.0000000
19/10/18,close,113400.0000000
19/10/18,open,113390.0000000
19/10/18,high,113410.0000000
19/10/18,low,113340.0000000
19/10/18,close,113360.0000000
19/10/18,open,113370.0000000
19/10/18,high,113410.0000000
19/10/18,low,113370.0000000
19/10/18,close,113410.0000000
19/10/18,open,113410.0000000
19/10/18,high,113460.0000000
19/10/18,low,113400.0000000
19/10/18,close,113450.0000000
19/10/18,open,113470.0000000
19/10/18,high,113600.0000000
19/10/18,low,113460.0000000
19/10/18,close,113570.0000000
19/10/18,open,113580.0000000
19/10/18,high,113630.0000000
19/10/18,low,113520.0000000
19/10/18,close,113610.0000000
19/10/18,open,113610.0000000
19/10/18,high,113630.0000000
19/10/18,low,113540.0000000
19/10/18,close,113600.0000000
19/10/18,open,113590.0000000
19/10/18,high,113740.0000000
19/10/18,low,113590.0000000
19/10/18,close,113630.0000000
19/10/18,open,113640.0000000
19/10/18,high,113720.0000000
19/10/18,low,113620.0000000
19/10/18,close,113710.0000000
19/10/18,open,113710.0000000
19/10/18,high,113740.0000000
19/10/18,low,113680.0000000
19/10/18,close,113740.0000000
19/10/18,open,113740.0000000
19/10/18,high,113790.0000000
19/10/18,low,113720.0000000
19/10/18,close,113720.0000000
19/10/18,open,113730.0000000
19/10/18,high,113830.0000000
19/10/18,low,113710.0000000
19/10/18,close,113820.0000000
19/10/18,open,113820.0000000
19/10/18,high,113860.0000000
19/10/18,low,113760.0000000
19/10/18,close,113780.0000000
19/10/18,open,113780.0000000
19/10/18,high,113900.0000000
19/10/18,low,113780.0000000
19/10/18,close,113880.0000000
19/10/18,open,113880.0000000
19/10/18,high,113880.0000000
19/10/18,low,113810.0000000
19/10/18,close,113810.0000000
19/10/18,open,113820.0000000
19/10/18,high,113870.0000000
19/10/18,low,113810.0000000
19/10/18,close,113860.0000000
19/10/18,open,113860.0000000
19/10/18,high,113910.0000000
19/10/18,low,113840.0000000
19/10/18,close,113890.0000000
19/10/18,open,113880.0000000
19/10/18,high,113900.0000000
19/10/18,low,113850.0000000
19/10/18,close,113880.0000000
19/10/18,open,113890.0000000
19/10/18,high,114000.0000000
19/10/18,low,113870.0000000
19/10/18,close,113920.0000000
19/10/18,open,113910.0000000
19/10/18,high,113940.0000000
19/10/18,low,113880.0000000
19/10/18,close,113890.0000000
19/10/18,open,113900.0000000
19/10/18,high,113900.0000000
19/10/18,low,113840.0000000
19/10/18,close,113860.0000000
19/10/18,open,113860.0000000
19/10/18,high,113900.0000000
19/10/18,low,113850.0000000
19/10/18,close,113860.0000000
19/10/18,open,113860.0000000
19/10/18,high,113900.0000000
19/10/18,low,113820.0000000
19/10/18,close,113820.0000000
19/10/18,open,113820.0000000
19/10/18,high,113860.0000000
19/10/18,low,113810.0000000
19/10/18,close,113830.0000000
19/10/18,open,113820.0000000
19/10/18,high,113840.0000000
19/10/18,low,113770.0000000
19/10/18,close,113790.0000000
19/10/18,open,113800.0000000
19/10/18,high,113800.0000000
19/10/18,low,113730.0000000
19/10/18,close,113760.0000000
19/10/18,open,113750.0000000
19/10/18,high,113770.0000000
19/10/18,low,113740.0000000
19/10/18,close,113750.0000000
19/10/18,open,113750.0000000
19/10/18,high,113750.0000000
19/10/18,low,113710.0000000
19/10/18,close,113710.0000000
19/10/18,open,113730.0000000
19/10/18,high,113770.0000000
19/10/18,low,113700.0000000
19/10/18,close,113770.0000000
19/10/18,open,113780.0000000
19/10/18,high,113830.0000000
19/10/18,low,113760.0000000
19/10/18,close,113800.0000000
19/10/18,open,113810.0000000
19/10/18,high,113820.0000000
19/10/18,low,113750.0000000
19/10/18,close,113750.0000000
19/10/18,open,113760.0000000
19/10/18,high,113760.0000000
19/10/18,low,113730.0000000
19/10/18,close,113730.0000000
19/10/18,open,113740.0000000
19/10/18,high,113740.0000000
19/10/18,low,113680.0000000
19/10/18,close,113700.0000000
19/10/18,open,113700.0000000
19/10/18,high,113730.0000000
19/10/18,low,113670.0000000
19/10/18,close,113710.0000000
19/10/18,open,113720.0000000
19/10/18,high,113770.0000000
19/10/18,low,113720.0000000
19/10/18,close,113750.0000000
19/10/18,open,113760.0000000
19/10/18,high,113790.0000000
19/10/18,low,113690.0000000
19/10/18,close,113730.0000000
19/10/18,open,113730.0000000
19/10/18,high,113750.0000000
19/10/18,low,113680.0000000
19/10/18,close,113690.0000000
19/10/18,open,113690.0000000
19/10/18,high,113720.0000000
19/10/18,low,113630.0000000
19/10/18,close,113700.0000000
19/10/18,open,113690.0000000
19/10/18,high,113780.0000000
19/10/18,low,113670.0000000
19/10/18,close,113700.0000000
19/10/18,open,113690.0000000
19/10/18,high,113700.0000000
19/10/18,low,113650.0000000
19/10/18,close,113650.0000000
19/10/18,open,113640.0000000
19/10/18,high,113700.0000000
19/10/18,low,113640.0000000
19/10/18,close,113680.0000000
19/10/18,open,113690.0000000
19/10/18,high,113700.0000000
19/10/18,low,113630.0000000
19/10/18,close,113640.0000000
19/10/18,open,113640.0000000
19/10/18,high,113690.0000000
19/10/18,low,113640.0000000
19/10/18,close,113670.0000000
19/10/18,open,113680.0000000
19/10/18,high,113720.0000000
19/10/18,low,113650.0000000
19/10/18,close,113700.0000000
19/10/18,open,113700.0000000
19/10/18,high,113710.0000000
19/10/18,low,113660.0000000
19/10/18,close,113710.0000000
19/10/18,open,113690.0000000
19/10/18,high,113690.0000000
19/10/18,low,113630.0000000
19/10/18,close,113660.0000000
19/10/18,open,113670.0000000
19/10/18,high,113690.0000000
19/10/18,low,113650.0000000
19/10/18,close,113650.0000000
19/10/18,open,113660.0000000
19/10/18,high,113700.0000000
19/10/18,low,113650.0000000
19/10/18,close,113700.0000000
19/10/18,open,113680.0000000
19/10/18,high,113740.0000000
19/10/18,low,113650.0000000
19/10/18,close,113670.0000000
19/10/18,open,113670.0000000
19/10/18,high,113790.0000000
19/10/18,low,113670.0000000
19/10/18,close,113770.0000000
19/10/18,open,113770.0000000
19/10/18,high,113770.0000000
19/10/18,low,113720.0000000
19/10/18,close,113740.0000000
19/10/18,open,113730.0000000
19/10/18,high,113860.0000000
19/10/18,low,113730.0000000
19/10/18,close,113850.0000000
19/10/18,open,113850.0000000
19/10/18,high,113880.0000000
19/10/18,low,113800.0000000
19/10/18,close,113800.0000000
19/10/18,open,113800.0000000
19/10/18,high,113850.0000000
19/10/18,low,113790.0000000
19/10/18,close,113820.0000000
19/10/18,open,113810.0000000
19/10/18,high,113840.0000000
19/10/18,low,113760.0000000
19/10/18,close,113760.0000000
19/10/18,open,113770.0000000
19/10/18,high,113850.0000000
19/10/18,low,113770.0000000
19/10/18,close,113790.0000000
19/10/18,open,113790.0000000
19/10/18,high,113820.0000000
19/10/18,low,113730.0000000
19/10/18,close,113740.0000000
19/10/18,open,113750.0000000
19/10/18,high,113900.0000000
19/10/18,low,113730.0000000
19/10/18,close,113890.0000000
19/10/18,open,113900.0000000
19/10/18,high,113920.0000000
19/10/18,low,113840.0000000
19/10/18,close,113870.0000000
19/10/18,open,113870.0000000
19/10/18,high,113870.0000000
19/10/18,low,113830.0000000
19/10/18,close,113860.0000000
19/10/18,open,113860.0000000
19/10/18,high,113920.0000000
19/10/18,low,113840.0000000
19/10/18,close,113910.0000000
19/10/18,open,113920.0000000
19/10/18,high,113970.0000000
19/10/18,low,113900.0000000
19/10/18,close,113970.0000000
19/10/18,open,113970.0000000
19/10/18,high,114040.0000000
19/10/18,low,113910.0000000
19/10/18,close,113930.0000000
19/10/18,open,113930.0000000
19/10/18,high,114020.0000000
19/10/18,low,113930.0000000
19/10/18,close,113950.0000000
19/10/18,open,113950.0000000
19/10/18,high,114000.0000000
19/10/18,low,113950.0000000
19/10/18,close,113950.0000000
19/10/18,open,113980.0000000
19/10/18,high,113990.0000000
19/10/18,low,113930.0000000
19/10/18,close,113960.0000000
19/10/18,open,113960.0000000
19/10/18,high,114000.0000000
19/10/18,low,113920.0000000
19/10/18,close,113920.0000000
19/10/18,open,113920.0000000
19/10/18,high,113930.0000000
19/10/18,low,113910.0000000
19/10/18,close,113920.0000000
19/10/18,open,113920.0000000
19/10/18,high,113950.0000000
19/10/18,low,113920.0000000
19/10/18,close,113940.0000000
19/10/18,open,113940.0000000
19/10/18,high,114030.0000000
19/10/18,low,113940.0000000
19/10/18,close,113970.0000000
19/10/18,open,113970.0000000
19/10/18,high,114000.0000000
19/10/18,low,113900.0000000
19/10/18,close,113930.0000000
19/10/18,open,113940.0000000
19/10/18,high,113940.0000000
19/10/18,low,113840.0000000
19/10/18,close,113850.0000000
19/10/18,open,113850.0000000
19/10/18,high,113910.0000000
19/10/18,low,113850.0000000
19/10/18,close,113900.0000000
19/10/18,open,113890.0000000
19/10/18,high,113940.0000000
19/10/18,low,113880.0000000
19/10/18,close,113900.0000000
19/10/18,open,113900.0000000
19/10/18,high,113920.0000000
19/10/18,low,113870.0000000
19/10/18,close,113870.0000000
19/10/18,open,113870.0000000
19/10/18,high,113890.0000000
19/10/18,low,113860.0000000
19/10/18,close,113880.0000000
19/10/18,open,113880.0000000
19/10/18,high,113920.0000000
19/10/18,low,113870.0000000
19/10/18,close,113890.0000000
19/10/18,open,113900.0000000
19/10/18,high,113930.0000000
19/10/18,low,113860.0000000
19/10/18,close,113870.0000000
19/10/18,open,113860.0000000
19/10/18,high,113900.0000000
19/10/18,low,113850.0000000
19/10/18,close,113900.0000000
19/10/18,open,113900.0000000
19/10/18,high,113900.0000000
19/10/18,low,113850.0000000
19/10/18,close,113890.0000000
19/10/18,open,113890.0000000
19/10/18,high,113910.0000000
19/10/18,low,113790.0000000
19/10/18,close,113790.0000000
19/10/18,open,113800.0000000
19/10/18,high,113810.0000000
19/10/18,low,113760.0000000
19/10/18,close,113770.0000000
19/10/18,open,113790.0000000
19/10/18,high,113790.0000000
19/10/18,low,113730.0000000
19/10/18,close,113730.0000000
19/10/18,open,113720.0000000
19/10/18,high,113760.0000000
19/10/18,low,113720.0000000
19/10/18,close,113760.0000000
19/10/18,open,113750.0000000
19/10/18,high,113780.0000000
19/10/18,low,113740.0000000
19/10/18,close,113760.0000000
19/10/18,open,113760.0000000
19/10/18,high,113800.0000000
19/10/18,low,113760.0000000
19/10/18,close,113760.0000000
19/10/18,open,113780.0000000
19/10/18,high,113830.0000000
19/10/18,low,113780.0000000
19/10/18,close,113820.0000000
19/10/18,open,113830.0000000
19/10/18,high,113860.0000000
19/10/18,low,113820.0000000
19/10/18,close,113840.0000000
19/10/18,open,113840.0000000
19/10/18,high,113850.0000000
19/10/18,low,113810.0000000
19/10/18,close,113840.0000000
19/10/18,open,113830.0000000
19/10/18,high,113880.0000000
19/10/18,low,113830.0000000
19/10/18,close,113840.0000000
19/10/18,open,113840.0000000
19/10/18,high,113900.0000000
19/10/18,low,113830.0000000
19/10/18,close,113890.0000000
19/10/18,open,113870.0000000
19/10/18,high,113930.0000000
19/10/18,low,113870.0000000
19/10/18,close,113910.0000000
19/10/18,open,113920.0000000
19/10/18,high,113920.0000000
19/10/18,low,113860.0000000
19/10/18,close,113860.0000000
19/10/18,open,113880.0000000
19/10/18,high,113900.0000000
19/10/18,low,113860.0000000
19/10/18,close,113860.0000000
19/10/18,open,113870.0000000
19/10/18,high,113910.0000000
19/10/18,low,113860.0000000
19/10/18,close,113870.0000000
19/10/18,open,113870.0000000
19/10/18,high,113900.0000000
19/10/18,low,113860.0000000
19/10/18,close,113860.0000000
19/10/18,open,113870.0000000
19/10/18,high,113880.0000000
19/10/18,low,113840.0000000
19/10/18,close,113840.0000000
19/10/18,open,113840.0000000
19/10/18,high,113860.0000000
19/10/18,low,113790.0000000
19/10/18,close,113800.0000000
19/10/18,open,113800.0000000
19/10/18,high,113820.0000000
19/10/18,low,113720.0000000
19/10/18,close,113760.0000000
19/10/18,open,113760.0000000
19/10/18,high,113760.0000000
19/10/18,low,113730.0000000
19/10/18,close,113750.0000000
19/10/18,open,113750.0000000
19/10/18,high,113760.0000000
19/10/18,low,113720.0000000
19/10/18,close,113740.0000000
19/10/18,open,113730.0000000
19/10/18,high,113750.0000000
19/10/18,low,113690.0000000
19/10/18,close,113740.0000000
19/10/18,open,113740.0000000
19/10/18,high,113780.0000000
19/10/18,low,113730.0000000
19/10/18,close,113780.0000000
19/10/18,open,113780.0000000
19/10/18,high,113900.0000000
19/10/18,low,113780.0000000
19/10/18,close,113890.0000000
19/10/18,open,113900.0000000
19/10/18,high,113900.0000000
19/10/18,low,113810.0000000
19/10/18,close,113830.0000000
19/10/18,open,113810.0000000
19/10/18,high,113880.0000000
19/10/18,low,113810.0000000
19/10/18,close,113820.0000000
19/10/18,open,113840.0000000
19/10/18,high,113840.0000000
19/10/18,low,113810.0000000
19/10/18,close,113820.0000000
19/10/18,open,113820.0000000
19/10/18,high,113850.0000000
19/10/18,low,113820.0000000
19/10/18,close,113840.0000000
19/10/18,open,113830.0000000
19/10/18,high,113870.0000000
19/10/18,low,113820.0000000
19/10/18,close,113850.0000000
19/10/18,open,113840.0000000
19/10/18,high,113840.0000000
19/10/18,low,113750.0000000
19/10/18,close,113760.0000000
19/10/18,open,113770.0000000
19/10/18,high,113810.0000000
19/10/18,low,113770.0000000
19/10/18,close,113790.0000000
19/10/18,open,113790.0000000
19/10/18,high,113810.0000000
19/10/18,low,113760.0000000
19/10/18,close,113780.0000000
19/10/18,open,113770.0000000
19/10/18,high,113810.0000000
19/10/18,low,113750.0000000
19/10/18,close,113750.0000000
19/10/18,open,113760.0000000
19/10/18,high,113780.0000000
19/10/18,low,113750.0000000
19/10/18,close,113780.0000000
19/10/18,open,113780.0000000
19/10/18,high,113780.0000000
19/10/18,low,113760.0000000
19/10/18,close,113770.0000000
19/10/18,open,113770.0000000
19/10/18,high,113790.0000000
19/10/18,low,113770.0000000
19/10/18,close,113780.0000000
19/10/18,open,113780.0000000
19/10/18,high,113850.0000000
19/10/18,low,113780.0000000
19/10/18,close,113830.0000000
19/10/18,open,113840.0000000
19/10/18,high,113940.0000000
19/10/18,low,113820.0000000
19/10/18,close,113930.0000000
19/10/18,open,113930.0000000
19/10/18,high,113940.0000000
19/10/18,low,113880.0000000
19/10/18,close,113930.0000000
19/10/18,open,113920.0000000
19/10/18,high,113950.0000000
19/10/18,low,113910.0000000
19/10/18,close,113930.0000000
19/10/18,open,113930.0000000
19/10/18,high,113970.0000000
19/10/18,low,113870.0000000
19/10/18,close,113870.0000000
19/10/18,open,113890.0000000
19/10/18,high,113910.0000000
19/10/18,low,113870.0000000
19/10/18,close,113890.0000000
19/10/18,open,113880.0000000
19/10/18,high,113890.0000000
19/10/18,low,113860.0000000
19/10/18,close,113860.0000000
19/10/18,open,113860.0000000
19/10/18,high,113900.0000000
19/10/18,low,113850.0000000
19/10/18,close,113880.0000000
19/10/18,open,113880.0000000
19/10/18,high,113940.0000000
19/10/18,low,113860.0000000
19/10/18,close,113930.0000000
19/10/18,open,113930.0000000
19/10/18,high,113950.0000000
19/10/18,low,113880.0000000
19/10/18,close,113950.0000000
19/10/18,open,113950.0000000
19/10/18,high,113960.0000000
19/10/18,low,113880.0000000
19/10/18,close,113890.0000000
19/10/18,open,113880.0000000
19/10/18,high,113910.0000000
19/10/18,low,113870.0000000
19/10/18,close,113910.0000000
19/10/18,open,113910.0000000
19/10/18,high,113910.0000000
19/10/18,low,113840.0000000
19/10/18,close,113860.0000000
19/10/18,open,113870.0000000
19/10/18,high,113870.0000000
19/10/18,low,113840.0000000
19/10/18,close,113860.0000000
